# Program:featureCounts v2.0.1; Command:"featureCounts" "--verbose" "-a" "./PROKKA_06012021.gtf" "-t" "CDS" "-o" "final_featureCounts.txt" "./sorted_bam/AA24-1.sorted.bam" "./sorted_bam/AA24-2.sorted.bam" "./sorted_bam/AA24-3.sorted.bam" "./sorted_bam/AA3-1.sorted.bam" "./sorted_bam/AA3-2.sorted.bam" "./sorted_bam/AA3-3.sorted.bam" "./sorted_bam/AA72-1.sorted.bam" "./sorted_bam/AA72-2.sorted.bam" "./sorted_bam/AA72-3.sorted.bam" "./sorted_bam/AAF24-1.sorted.bam" "./sorted_bam/AAF24-2.sorted.bam" "./sorted_bam/AAF24-3.sorted.bam" "./sorted_bam/AAF3-1.sorted.bam" "./sorted_bam/AAF3-2.sorted.bam" "./sorted_bam/AAF3-3.sorted.bam" "./sorted_bam/AAF72-1.sorted.bam" "./sorted_bam/AAF72-2.sorted.bam" "./sorted_bam/AAF72-3.sorted.bam" "./sorted_bam/ABBL18TSB.sorted.bam" "./sorted_bam/ABGA24-1.sorted.bam" "./sorted_bam/ABGA24-2.sorted.bam" "./sorted_bam/ABGA24-3.sorted.bam" "./sorted_bam/ABGA3-1.sorted.bam" "./sorted_bam/ABGA3-2.sorted.bam" "./sorted_bam/ABGA3-3.sorted.bam" "./sorted_bam/ABGA72-1.sorted.bam" "./sorted_bam/ABGA72-2.sorted.bam" "./sorted_bam/ABGA72-3.sorted.bam" "./sorted_bam/ABGW24-1.sorted.bam" "./sorted_bam/ABGW24-2.sorted.bam" "./sorted_bam/ABGW24-3.sorted.bam" "./sorted_bam/ABGW3-1.sorted.bam" "./sorted_bam/ABGW3-2.sorted.bam" "./sorted_bam/ABGW3-3.sorted.bam" "./sorted_bam/ABGW72-1.sorted.bam" "./sorted_bam/ABGW72-2.sorted.bam" "./sorted_bam/ABGW72-3.sorted.bam" "./sorted_bam/AVEG24-1.sorted.bam" "./sorted_bam/AVEG24-2.sorted.bam" "./sorted_bam/AVEG24-3.sorted.bam" "./sorted_bam/AVEG3-1.sorted.bam" "./sorted_bam/AVEG3-2.sorted.bam" "./sorted_bam/AVEG3-3.sorted.bam" "./sorted_bam/AVEG72-1.sorted.bam" "./sorted_bam/AVEG72-2.sorted.bam" "./sorted_bam/AVEG72-3.sorted.bam" "./sorted_bam/AW24-1.sorted.bam" "./sorted_bam/AW24-2.sorted.bam" "./sorted_bam/AW24-3.sorted.bam" "./sorted_bam/AW3-1.sorted.bam" "./sorted_bam/AW3-2.sorted.bam" "./sorted_bam/AW3-3.sorted.bam" "./sorted_bam/AW72-1.sorted.bam" "./sorted_bam/AW72-2.sorted.bam" "./sorted_bam/AW72-3.sorted.bam" "-F" "GTF" "-g" "gene_id" 
Geneid	Chr	Start	End	Strand	Length	./sorted_bam/AA24-1.sorted.bam	./sorted_bam/AA24-2.sorted.bam	./sorted_bam/AA24-3.sorted.bam	./sorted_bam/AA3-1.sorted.bam	./sorted_bam/AA3-2.sorted.bam	./sorted_bam/AA3-3.sorted.bam	./sorted_bam/AA72-1.sorted.bam	./sorted_bam/AA72-2.sorted.bam	./sorted_bam/AA72-3.sorted.bam	./sorted_bam/AAF24-1.sorted.bam	./sorted_bam/AAF24-2.sorted.bam	./sorted_bam/AAF24-3.sorted.bam	./sorted_bam/AAF3-1.sorted.bam	./sorted_bam/AAF3-2.sorted.bam	./sorted_bam/AAF3-3.sorted.bam	./sorted_bam/AAF72-1.sorted.bam	./sorted_bam/AAF72-2.sorted.bam	./sorted_bam/AAF72-3.sorted.bam	./sorted_bam/ABBL18TSB.sorted.bam	./sorted_bam/ABGA24-1.sorted.bam	./sorted_bam/ABGA24-2.sorted.bam	./sorted_bam/ABGA24-3.sorted.bam	./sorted_bam/ABGA3-1.sorted.bam	./sorted_bam/ABGA3-2.sorted.bam	./sorted_bam/ABGA3-3.sorted.bam	./sorted_bam/ABGA72-1.sorted.bam	./sorted_bam/ABGA72-2.sorted.bam	./sorted_bam/ABGA72-3.sorted.bam	./sorted_bam/ABGW24-1.sorted.bam	./sorted_bam/ABGW24-2.sorted.bam	./sorted_bam/ABGW24-3.sorted.bam	./sorted_bam/ABGW3-1.sorted.bam	./sorted_bam/ABGW3-2.sorted.bam	./sorted_bam/ABGW3-3.sorted.bam	./sorted_bam/ABGW72-1.sorted.bam	./sorted_bam/ABGW72-2.sorted.bam	./sorted_bam/ABGW72-3.sorted.bam	./sorted_bam/AVEG24-1.sorted.bam	./sorted_bam/AVEG24-2.sorted.bam	./sorted_bam/AVEG24-3.sorted.bam	./sorted_bam/AVEG3-1.sorted.bam	./sorted_bam/AVEG3-2.sorted.bam	./sorted_bam/AVEG3-3.sorted.bam	./sorted_bam/AVEG72-1.sorted.bam	./sorted_bam/AVEG72-2.sorted.bam	./sorted_bam/AVEG72-3.sorted.bam	./sorted_bam/AW24-1.sorted.bam	./sorted_bam/AW24-2.sorted.bam	./sorted_bam/AW24-3.sorted.bam	./sorted_bam/AW3-1.sorted.bam	./sorted_bam/AW3-2.sorted.bam	./sorted_bam/AW3-3.sorted.bam	./sorted_bam/AW72-1.sorted.bam	./sorted_bam/AW72-2.sorted.bam	./sorted_bam/AW72-3.sorted.bam
LJGBIDFA_00753	NODE_4_length_216101_cov_42.781506	135605	136033	+	429	411	1093	641	2566	3594	2885	435	473	577	1604	1238	1766	8136	2322	583	791	418	334	1487	1314	522	1448	3679	1219	840	1172	886	789	1914	1173	2529	1591	2096	2832	925	1152	1900	419	736	602	1826	1425	705	466	617	416	1753	1392	864	4093	5800	3857	769	411	436
LJGBIDFA_00754	NODE_4_length_216101_cov_42.781506	136121	136342	+	222	2564	2666	3634	3759	4353	4362	2181	3064	3855	4458	5392	4749	8746	2811	1952	2427	1607	1112	1598	4308	2830	3612	5003	2826	2047	2889	2426	1612	3516	1426	4061	3969	1969	4613	2281	1988	2720	1584	2457	3023	3553	2837	1528	1532	2920	1431	1104	507	331	1210	1514	1266	538	413	281
LJGBIDFA_00755	NODE_4_length_216101_cov_42.781506	136427	136744	-	318	22780	29568	29118	25449	25816	25188	21484	30899	26992	14883	30536	12261	34380	13441	6276	8407	5424	4227	3275	30144	15795	14723	17671	10041	9972	11975	12668	5897	9644	4210	14075	8897	3873	11451	9476	6687	9696	8328	13457	21204	13723	10837	5590	5656	12063	5306	3771	2827	2032	6439	9090	9021	2553	1048	1193
LJGBIDFA_00756	NODE_4_length_216101_cov_42.781506	136850	137071	-	222	13291	9104	7221	6347	6916	18693	8502	13027	31922	11186	15429	28899	9554	4679	4502	2716	3683	3364	3608	7090	13549	6232	7142	5781	6732	7286	5468	2441	7000	2437	8268	4568	3396	13737	7763	5536	4298	5552	2723	6670	6588	6489	8438	4707	8535	3743	2775	3141	817	3478	3574	3916	701	485	667
LJGBIDFA_00757	NODE_4_length_216101_cov_42.781506	137356	137835	-	480	605	1576	1465	2871	2533	3018	649	831	1030	2539	1877	2141	4917	1451	1027	1452	951	686	256	1874	1071	2166	1953	1516	1395	1598	1308	1283	2408	1232	2895	2204	1599	3453	1927	1529	2496	580	999	929	1810	1544	816	718	959	541	1366	624	605	3401	4761	3592	579	259	437
LJGBIDFA_00758	NODE_4_length_216101_cov_42.781506	138151	139560	+	1410	22437	31829	29435	46901	45883	35310	21910	30539	34262	31652	81225	23909	82865	25335	11828	20778	12105	13354	9615	75570	31728	26270	41898	15112	14398	19222	36418	18688	28543	14183	42271	25106	21569	42937	20857	20345	33623	33557	55373	71871	56636	47000	23587	25187	53606	26032	12700	6347	6693	34085	53191	41694	6201	3694	4023
LJGBIDFA_00759	NODE_4_length_216101_cov_42.781506	139621	141759	+	2139	52914	66448	69477	79783	88934	63426	49991	78036	79932	47012	192711	31484	155276	49431	20551	33454	23244	27369	24141	162527	73246	50505	107501	30473	29276	37467	64111	25758	47948	20171	58930	47275	42768	71423	31464	33709	49921	69593	108936	144100	124288	104619	50124	48742	112313	52253	32896	14779	20144	50500	70952	61083	15984	10065	11734
LJGBIDFA_00760	NODE_4_length_216101_cov_42.781506	141815	142693	-	879	28266	39096	29681	20181	21835	18955	20795	40736	39872	9131	44576	7726	38874	9098	2983	4872	3714	5100	3737	36130	20313	9330	19649	5166	4381	6505	23050	4912	10860	5354	12386	8626	9097	12881	5245	5774	8353	17851	21512	46018	26965	19372	8368	8470	30683	11833	19711	16873	10865	28253	37307	28941	13846	4994	3289
LJGBIDFA_00761	NODE_4_length_216101_cov_42.781506	142835	143248	-	414	333	481	383	2183	2967	3410	467	262	560	770	818	1111	4417	689	255	279	157	122	1071	885	395	575	1133	328	137	360	286	249	639	231	967	510	431	1003	287	375	324	175	267	297	1348	724	414	227	195	138	634	592	310	1281	1476	1344	141	181	71
LJGBIDFA_00762	NODE_4_length_216101_cov_42.781506	143993	144892	+	900	18596	59710	24149	39162	44191	28071	15880	42590	24757	17120	41976	9346	28282	15523	7664	15335	8666	9080	1264	39965	14145	16759	15515	6836	21034	17095	20828	12898	15371	10754	22127	12190	7471	23556	13121	13496	18997	17474	21591	35019	24095	18717	8636	7708	19313	7333	16562	12912	28096	29960	43140	38458	26554	14766	12951
LJGBIDFA_00763	NODE_4_length_216101_cov_42.781506	144895	145131	-	237	1070	1908	1597	2315	2561	2836	1091	1526	1796	3679	2603	3872	5163	3044	3172	2774	2599	2943	982	2515	3247	4136	3726	3976	4301	5119	4130	3809	3098	2872	2838	3868	5392	4023	5123	5787	2389	1022	1256	1468	1376	1236	611	690	1564	783	1368	1847	1650	7017	8074	9545	617	671	599
LJGBIDFA_00764	NODE_4_length_216101_cov_42.781506	145414	146025	+	612	649	792	957	983	1021	989	729	947	1057	1662	1942	1310	2885	1885	2367	1642	1954	2207	1044	1491	1934	1557	2070	1806	1553	1650	1732	1901	1094	718	1115	1363	1989	1513	882	1932	912	687	1101	1146	805	703	443	553	1496	795	903	363	381	1725	1836	1549	366	447	284
LJGBIDFA_00765	NODE_4_length_216101_cov_42.781506	146096	146707	-	612	150	221	283	176	184	201	97	204	268	525	823	338	1011	940	1435	826	1106	1395	1629	899	744	566	721	628	313	699	838	1113	225	140	238	388	1157	458	348	1126	294	380	272	359	405	253	183	195	347	318	543	118	175	340	279	359	117	118	246
LJGBIDFA_00766	NODE_4_length_216101_cov_42.781506	146864	147319	+	456	143	229	186	264	209	223	84	181	178	511	331	327	650	745	1300	811	1113	1168	173	321	552	477	544	488	481	809	770	1224	281	391	264	333	1294	328	714	1451	379	200	177	126	152	161	92	92	167	197	367	117	217	489	424	399	175	177	285
LJGBIDFA_00767	NODE_4_length_216101_cov_42.781506	147376	148992	-	1617	765	1748	1199	1685	1633	1798	836	1270	1317	1436	1849	952	3091	2658	1835	1902	1907	2208	740	1789	1998	1905	2548	1794	1241	1785	1907	1649	1721	802	1047	1857	2429	1975	1296	1911	1424	799	920	810	1092	865	513	631	599	753	2103	311	534	605	551	565	565	580	495
LJGBIDFA_00768	NODE_4_length_216101_cov_42.781506	149179	152652	+	3474	200	330	264	251	251	267	274	218	339	969	229	459	379	1711	2681	2045	2681	2936	702	206	954	749	683	916	477	953	1148	1788	435	325	359	411	4933	910	616	2149	499	309	153	137	198	156	96	140	164	412	2457	655	936	856	606	776	654	557	928
LJGBIDFA_00769	NODE_4_length_216101_cov_42.781506	152649	153608	+	960	53	193	115	171	211	246	98	77	111	389	108	265	317	443	668	550	585	746	428	121	395	291	318	331	194	376	349	532	279	110	306	178	722	445	369	466	236	165	92	81	129	122	68	76	93	116	707	236	178	333	330	302	260	169	420
LJGBIDFA_00770	NODE_4_length_216101_cov_42.781506	153655	154725	-	1071	819	1873	1413	2746	3305	3699	798	1321	1630	2373	857	1681	2890	2088	1618	1953	1519	1351	4784	724	1603	2462	1900	1920	1307	1987	1620	1461	2710	994	3002	3294	1848	3838	1547	2142	2301	574	391	386	531	649	349	427	423	637	1457	1047	1225	2575	2781	3603	548	662	711
LJGBIDFA_00771	NODE_4_length_216101_cov_42.781506	154771	155247	-	477	106	193	301	293	193	366	83	116	170	600	67	410	313	369	453	421	338	351	1301	92	373	470	364	441	330	349	343	358	747	391	737	716	381	846	466	547	652	110	65	60	52	68	66	75	53	169	430	130	183	234	406	366	143	204	163
LJGBIDFA_00772	NODE_4_length_216101_cov_42.781506	155533	156423	+	891	635	2029	1763	1442	962	1728	904	1401	1880	2905	1588	1240	1707	5273	5391	5691	6157	6875	1033	1873	2800	2153	1894	2848	2090	2723	3376	4410	842	935	701	1329	2297	1359	1456	2481	1117	884	707	574	639	643	418	701	593	926	4603	850	1641	3006	1910	2777	619	474	1296
LJGBIDFA_00773	NODE_4_length_216101_cov_42.781506	156401	157606	-	1206	199	517	800	376	206	426	295	520	1001	1243	341	667	503	2259	3000	2624	2942	3173	229	316	1105	719	747	1341	515	1056	1319	1916	370	274	359	437	1024	441	587	907	324	354	189	141	158	200	132	168	135	439	4731	1209	1245	2061	1015	1644	615	381	1095
LJGBIDFA_00774	NODE_4_length_216101_cov_42.781506	157869	158153	+	285	214	653	383	1024	1096	1235	258	183	364	2029	765	2520	2461	1267	982	1297	896	947	2361	1213	880	1463	2303	1703	1705	1923	1310	1446	2159	1099	2064	2019	1617	3291	1774	2259	1966	480	522	309	758	680	452	439	346	485	1540	678	714	1814	1664	1635	285	200	458
LJGBIDFA_00775	NODE_4_length_216101_cov_42.781506	158440	159099	+	660	35	49	32	403	687	187	21	47	41	186	25	123	87	264	353	281	321	453	21	30	219	127	142	159	95	132	204	223	81	123	116	81	247	126	173	147	79	215	108	63	261	322	265	128	116	221	175	58	75	128	124	148	107	185	107
LJGBIDFA_00776	NODE_4_length_216101_cov_42.781506	159089	159754	+	666	18	32	66	313	509	181	21	45	47	133	23	76	61	213	320	236	322	449	37	49	165	73	102	112	81	138	168	173	42	46	26	95	162	65	59	148	43	257	161	82	214	266	247	176	146	333	113	43	45	83	53	108	132	179	80
LJGBIDFA_00777	NODE_4_length_216101_cov_42.781506	159757	160488	+	732	31	57	72	308	663	180	37	43	61	161	61	143	60	318	373	319	303	532	44	48	233	145	143	230	81	156	191	177	45	35	83	109	144	106	45	152	50	363	222	70	245	280	269	125	101	286	165	24	69	100	83	137	79	104	73
LJGBIDFA_00778	NODE_4_length_216101_cov_42.781506	160519	161379	+	861	48	74	86	528	1376	376	62	62	108	212	135	93	202	339	388	283	394	569	228	99	292	154	222	188	188	172	183	220	83	38	104	115	225	150	153	184	102	408	333	164	598	741	668	221	220	397	395	96	91	217	136	252	93	113	130
LJGBIDFA_00779	NODE_4_length_216101_cov_42.781506	161462	162328	+	867	85	216	183	747	1692	432	98	95	182	357	216	292	411	577	662	538	578	802	251	254	495	297	417	332	278	325	324	383	175	106	289	311	446	387	230	360	176	529	509	294	817	1034	852	370	300	486	668	196	279	497	389	510	234	150	286
LJGBIDFA_00780	NODE_4_length_216101_cov_42.781506	162575	163510	-	936	96	324	266	350	428	469	163	210	270	1164	124	871	562	971	1204	1140	1080	1153	167	187	593	647	590	724	597	727	806	960	461	518	557	759	959	690	440	798	441	257	198	139	254	300	159	157	133	268	672	179	278	495	532	479	232	157	244
LJGBIDFA_00781	NODE_4_length_216101_cov_42.781506	163602	164240	+	639	25	79	75	62	45	105	34	78	84	250	49	121	78	316	365	335	394	373	106	45	181	130	110	170	106	173	178	213	63	8	89	147	185	149	107	218	65	116	54	22	42	50	32	27	45	118	280	64	130	142	67	115	71	41	119
LJGBIDFA_00782	NODE_4_length_216101_cov_42.781506	164881	166842	-	1962	1106	2684	1685	1801	3502	976	1503	2224	2617	481	473	302	493	830	1385	885	1300	1616	264	393	788	575	566	564	349	616	745	1295	401	251	200	397	1317	556	1258	2360	436	1666	1932	2026	1740	2027	1093	816	1136	783	1175	364	522	609	433	497	1645	801	861
LJGBIDFA_00783	NODE_4_length_216101_cov_42.781506	166817	167749	-	933	525	927	816	1081	2123	710	581	871	1031	154	220	40	155	350	751	329	557	787	122	161	379	173	208	246	91	193	375	769	104	103	40	106	735	240	837	1591	162	720	806	716	968	1046	632	392	560	492	716	143	285	353	156	284	812	364	382
LJGBIDFA_00784	NODE_4_length_216101_cov_42.781506	167990	168913	-	924	461	544	523	1437	2645	833	360	608	664	203	498	139	225	322	815	298	664	871	73	304	433	220	297	268	65	127	449	737	170	58	101	109	704	364	953	1357	163	536	656	630	1231	1141	761	279	571	414	791	204	266	347	274	338	847	650	354
LJGBIDFA_00785	NODE_4_length_216101_cov_42.781506	168950	169459	-	510	276	430	300	634	1113	468	283	361	478	185	438	150	172	276	615	337	482	654	44	344	368	189	247	216	77	196	353	516	179	57	172	192	365	257	472	774	166	301	457	544	544	587	336	175	361	223	391	124	122	646	436	340	313	440	247
LJGBIDFA_00786	NODE_4_length_216101_cov_42.781506	169736	170434	-	699	96	218	196	143	55	166	79	156	123	458	126	211	211	606	702	818	735	859	99	91	331	422	311	384	320	478	453	657	222	126	194	361	511	265	278	657	190	134	70	87	91	51	37	89	66	130	806	328	501	351	368	339	271	186	470
LJGBIDFA_00787	NODE_4_length_216101_cov_42.781506	170560	171480	+	921	231	500	745	549	321	735	400	443	762	2233	285	1237	637	2441	3088	2962	2893	3282	457	217	1325	1037	1043	1577	1123	1652	1394	2174	490	535	401	818	1408	634	917	1795	430	444	196	136	276	240	144	221	203	527	3526	1159	1414	1199	848	1291	782	614	1152
LJGBIDFA_00788	NODE_4_length_216101_cov_42.781506	171518	172378	-	861	443	1147	1208	2791	2640	2941	592	672	1267	2809	1525	1874	5004	2904	2323	2592	2140	2386	4259	2357	2379	2470	4753	2336	1654	2204	2235	2032	2103	1136	2222	2248	2404	2963	1647	2071	1979	1386	1322	960	2362	1953	1097	872	792	1526	2811	819	1037	2032	2250	2323	891	790	1084
LJGBIDFA_00789	NODE_4_length_216101_cov_42.781506	172411	173037	-	627	264	695	671	1636	1895	2089	377	427	630	1692	695	1587	3927	1697	1289	1470	1147	1284	3370	1049	1382	1599	2410	1542	947	1262	1076	941	1418	551	1447	1651	1384	1931	720	1163	1030	577	551	337	1200	940	557	542	473	788	1596	469	605	1201	1193	1340	384	318	521
LJGBIDFA_00790	NODE_4_length_216101_cov_42.781506	173157	174062	-	906	93	134	202	183	165	239	83	87	121	823	122	405	352	838	899	1027	1013	1165	291	157	398	348	350	484	237	419	408	666	335	101	293	284	432	438	256	460	179	189	102	88	111	83	57	106	67	186	1755	526	657	798	456	652	429	277	683
LJGBIDFA_00791	NODE_4_length_216101_cov_42.781506	174173	174604	+	432	31	36	40	24	30	33	10	25	13	130	21	83	37	192	309	266	281	349	27	34	124	89	55	97	56	82	138	175	50	0	73	73	153	98	113	181	47	32	34	46	23	29	23	7	30	48	1040	271	418	213	120	303	262	166	447
LJGBIDFA_00792	NODE_4_length_216101_cov_42.781506	174618	175307	+	690	26	113	70	50	46	83	40	75	59	167	61	89	64	277	565	318	524	588	98	38	151	136	102	168	66	131	207	308	91	88	134	147	268	119	237	344	66	74	46	52	50	42	28	45	41	91	1896	550	750	376	235	356	336	291	683
LJGBIDFA_00793	NODE_4_length_216101_cov_42.781506	175315	176805	-	1491	130	388	266	260	221	242	147	236	281	642	241	382	407	903	1267	993	1380	1539	184	205	649	510	545	635	304	568	753	889	316	170	311	388	791	437	513	810	278	202	183	175	179	209	138	140	190	274	2987	858	1243	742	541	1023	855	549	1306
LJGBIDFA_00794	NODE_4_length_216101_cov_42.781506	176921	177556	+	636	27	111	93	118	113	178	28	73	130	295	103	251	213	324	382	293	390	412	413	79	203	219	248	314	141	243	191	311	158	140	220	174	325	281	193	312	100	134	54	70	103	105	42	75	84	122	1252	324	469	241	182	273	229	226	447
LJGBIDFA_00795	NODE_4_length_216101_cov_42.781506	177599	178192	+	594	91	257	167	226	211	340	122	176	220	586	267	306	436	763	586	732	736	785	669	244	405	437	529	414	289	501	484	566	267	128	375	408	386	435	333	421	289	250	189	188	204	262	166	165	183	282	812	223	315	316	244	318	206	193	293
LJGBIDFA_00796	NODE_4_length_216101_cov_42.781506	178196	179188	-	993	307	566	732	733	555	858	373	608	786	1665	586	1241	1271	1907	1972	1783	1866	2067	676	428	1276	1061	1252	1583	909	1303	1270	1334	755	452	947	1044	1266	1021	787	1260	738	484	347	315	375	273	208	284	358	550	1411	446	586	847	819	855	419	307	647
LJGBIDFA_00797	NODE_4_length_216101_cov_42.781506	179228	180058	-	831	45	140	110	91	70	86	63	74	172	316	101	187	148	371	375	414	324	420	86	70	263	237	243	272	200	355	296	405	267	187	201	257	320	262	283	352	188	60	71	55	72	50	24	43	54	96	607	165	264	398	305	434	247	115	247
LJGBIDFA_00798	NODE_4_length_216101_cov_42.781506	180401	182080	+	1680	149	201	321	350	187	234	169	216	345	1739	173	758	236	791	1153	1723	1217	869	659	61	494	544	524	608	483	611	526	656	301	51	273	527	579	500	469	610	318	132	103	114	582	257	91	82	103	179	1479	380	506	591	610	733	981	1473	1221
LJGBIDFA_00799	NODE_4_length_216101_cov_42.781506	182080	182964	+	885	22	86	131	132	74	77	79	85	86	397	53	128	72	382	498	563	486	388	330	29	220	189	226	233	181	253	230	235	62	45	42	135	300	129	260	308	66	112	70	48	393	175	52	16	62	115	853	232	345	311	307	461	452	757	617
LJGBIDFA_00800	NODE_4_length_216101_cov_42.781506	182967	183266	+	300	4	14	14	57	24	11	0	6	17	56	5	13	33	57	69	92	80	82	68	5	35	44	33	54	48	56	47	48	26	38	13	12	51	10	42	51	18	12	12	14	117	51	22	18	17	29	170	43	62	56	43	94	162	196	181
LJGBIDFA_00801	NODE_4_length_216101_cov_42.781506	183259	184110	+	852	43	79	54	70	78	81	70	43	98	161	38	64	91	254	247	326	225	240	233	17	143	154	114	163	151	164	153	161	46	61	25	87	180	73	161	221	63	90	58	60	372	147	67	55	36	127	589	312	281	258	225	275	529	681	423
LJGBIDFA_00802	NODE_4_length_216101_cov_42.781506	184107	184934	+	828	58	106	40	142	176	134	49	67	116	167	98	107	173	272	296	323	293	344	219	54	185	169	178	162	149	296	190	203	101	42	117	136	208	167	115	300	104	154	74	103	299	160	58	53	63	153	527	205	307	202	228	245	561	456	418
LJGBIDFA_00803	NODE_4_length_216101_cov_42.781506	184931	185533	+	603	72	191	176	237	206	209	147	108	214	294	149	192	365	390	433	354	460	420	211	73	448	337	314	345	337	386	298	308	215	108	186	259	309	293	342	423	196	212	83	75	260	178	98	128	108	278	553	204	196	243	209	242	378	385	337
LJGBIDFA_00804	NODE_4_length_216101_cov_42.781506	185546	186484	+	939	39	154	96	193	157	151	60	94	129	300	95	151	220	355	453	292	382	462	171	60	328	293	262	255	213	343	259	304	169	77	130	180	293	252	192	352	163	197	107	87	256	130	100	90	73	234	830	287	362	248	205	299	370	315	424
LJGBIDFA_00805	NODE_4_length_216101_cov_42.781506	186533	186949	+	417	43	95	93	104	175	115	49	61	85	147	48	113	231	364	296	185	229	407	193	84	280	205	266	203	156	216	171	198	130	51	92	119	189	170	128	237	69	153	69	40	135	108	61	98	64	117	667	190	229	201	164	250	341	289	313
LJGBIDFA_00806	NODE_4_length_216101_cov_42.781506	186942	187706	+	765	88	215	251	343	348	324	170	173	214	546	199	352	697	697	809	677	799	918	330	195	633	547	544	666	512	569	507	568	308	131	228	421	621	453	247	605	371	343	204	104	464	379	161	174	186	404	866	334	285	436	425	463	566	498	508
LJGBIDFA_00807	NODE_4_length_216101_cov_42.781506	187756	188673	-	918	153	455	330	512	478	555	159	250	425	873	281	525	1275	1177	1134	1094	1278	1368	341	311	913	856	712	731	555	831	874	1007	458	255	556	623	759	544	337	826	411	371	222	215	340	340	174	225	242	433	1054	285	430	599	487	679	344	350	540
LJGBIDFA_00808	NODE_4_length_216101_cov_42.781506	188771	190189	-	1419	385	676	640	749	596	828	503	645	902	1067	770	809	1425	1143	1529	1268	1401	1544	1297	659	1025	844	1056	969	586	982	1019	1218	699	450	699	704	1251	1043	826	1239	673	871	777	920	1069	890	485	447	738	813	1476	349	574	760	762	894	747	526	538
LJGBIDFA_00809	NODE_4_length_216101_cov_42.781506	190288	190422	-	135	1258	2718	1808	2654	2460	2588	1299	2062	1939	2095	3991	1341	5420	2005	896	1797	1000	1222	655	4898	2138	1849	2831	1061	1666	1868	2677	1457	2811	1729	3327	2396	1746	3182	1418	1363	2902	1930	2337	3368	3191	2233	1087	1069	2298	1253	2028	1118	2074	2710	4156	3590	2196	1029	1122
LJGBIDFA_00810	NODE_4_length_216101_cov_42.781506	190437	191441	-	1005	8642	16406	13866	17306	16029	17277	8391	15887	15469	14283	29133	9636	36413	13675	7179	10722	7507	7572	5215	29853	14329	12609	17487	7267	8835	8775	13502	7470	12785	5940	16679	13194	11236	20783	8885	9928	15289	10342	13595	17722	16684	12945	6418	6660	14118	8495	11188	6401	10210	15199	20810	17277	10554	4491	5772
LJGBIDFA_00811	NODE_4_length_216101_cov_42.781506	191434	192879	-	1446	10811	20646	17621	26513	24365	27082	10158	18324	18678	21374	34518	16027	52064	19893	10260	16384	10815	10545	9386	35024	18111	20916	28868	12932	14122	15813	21564	13248	23297	8118	29059	23685	17890	34620	13777	14972	24689	14753	18670	24896	27549	20640	9921	9658	17378	11974	13717	8250	11835	24196	34382	29195	11535	4770	5604
LJGBIDFA_00812	NODE_4_length_216101_cov_42.781506	193533	194351	+	819	42	166	145	343	300	308	115	85	283	459	56	294	594	691	417	566	699	496	1530	87	251	255	410	229	221	262	280	323	304	129	583	342	317	408	159	341	296	216	127	80	208	323	113	106	59	304	690	172	258	353	272	299	213	191	256
LJGBIDFA_00813	NODE_4_length_216101_cov_42.781506	194470	195765	+	1296	930	1670	1377	3955	7089	2468	978	1979	2138	1543	413	1080	783	1374	1206	1434	1650	1749	674	425	1014	854	881	800	700	758	888	908	571	430	755	761	783	733	581	937	594	1094	920	1093	3085	3547	1943	463	611	734	1585	415	563	952	775	974	503	552	670
LJGBIDFA_00814	NODE_4_length_216101_cov_42.781506	195943	197334	+	1392	1331	2129	1696	2184	4397	1191	1422	2276	2834	390	444	231	406	565	818	576	794	908	279	318	415	249	292	348	205	288	458	455	218	211	146	241	577	246	327	634	133	1363	1570	1818	1733	2149	1124	658	1125	503	527	180	193	327	279	290	212	227	256
LJGBIDFA_00815	NODE_4_length_216101_cov_42.781506	197530	198996	+	1467	85	331	229	301	519	298	138	268	229	297	261	179	244	378	529	433	489	528	118	133	306	225	264	280	169	192	196	317	142	158	195	181	234	207	66	256	131	160	161	128	169	238	104	97	199	129	588	173	310	219	150	208	231	201	276
LJGBIDFA_00816	NODE_4_length_216101_cov_42.781506	199056	200240	-	1185	604	1078	1116	580	653	354	698	1283	1446	662	1749	429	985	866	1004	751	976	1158	1520	1034	632	401	653	424	230	330	650	638	233	43	280	259	583	336	269	517	214	1471	1842	1941	1269	1348	706	757	2195	1103	628	228	259	328	249	287	282	191	247
LJGBIDFA_00817	NODE_4_length_216101_cov_42.781506	200700	201722	+	1023	4648	7300	5575	11546	14069	6788	4844	7861	9359	3084	3139	2503	2232	2992	4176	2810	5134	6398	107	2441	3404	1763	1854	1832	1663	1683	2610	2233	1013	1232	1054	1919	2054	1547	1508	2413	1312	5472	6748	8097	9211	8136	4301	2904	7891	3266	3043	1409	1737	3785	3702	4096	2680	2509	2064
LJGBIDFA_00818	NODE_4_length_216101_cov_42.781506	201732	202526	+	795	5361	6778	6296	7216	8745	4303	5940	8483	10679	1140	3967	486	1914	1974	2794	1643	3030	4292	74	1752	2176	762	1006	790	507	659	1265	1093	265	201	160	450	895	415	590	1089	274	5611	7055	8474	5489	5556	2914	3223	8242	3519	1902	870	1193	1662	1454	2553	1766	2053	1254
